row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
514,vM3m09,M3,match,,"0,1",,,,"0,1",,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
515,vM3m10,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
516,vM3m11,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
517,vM3m12,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
518,vM3m13,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
519,vM3m88,M3,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】 □ (01)享受和別人競爭的感覺(例如:想挑戰他人、挑釁他人、贏過他人) □ (02)發現新的事物(例如:探索世界、獲得知識、了解未知事物) □ (03)讓我扮演其他角色(例如:設計不同故事情節、扮演不同歷史角色、設定不同角色、 進入幻想世界) □ (04)逃避事情(例如:忘記煩惱、逃避日常生活) □ (05)讓我跟朋友互動(例如:聊天、幫助他人、交朋友) □ (06)讓我增進遊戲表現(例如:加快遊"
520,vM4sM4,,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,
521,vM4sM5,,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,
522,vM4sM6,,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,
523,vN1sN1,N1,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】"
524,vN1sN2,N1,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】"
525,vN1sN3,N1,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】"
526,vN1sN4,N1,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】"
527,vN1sN5,N1,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,"N1‧接下來我會用一些句子描述人,您覺得這些描述跟現在的您像不像?(卡31)【N1至N10請用群組題方式排版】"
528,vN6sN6,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
529,vN6sN7,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
530,vN6sN8,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
531,vN6sN9,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
532,vN6sN10,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
533,vN11sN11,N11,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,"N11‧接下來,我會用一些句子描述您的生活,以及與別人相處的情況,請問您同不同意這些描述?(卡32)【N11至N16請用群組題方式排版】"
534,vN11sN12,N11,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,"N11‧接下來,我會用一些句子描述您的生活,以及與別人相處的情況,請問您同不同意這些描述?(卡32)【N11至N16請用群組題方式排版】"
535,vN11sN13,N11,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,"N11‧接下來,我會用一些句子描述您的生活,以及與別人相處的情況,請問您同不同意這些描述?(卡32)【N11至N16請用群組題方式排版】"
536,vN11sN14,N11,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,"N11‧接下來,我會用一些句子描述您的生活,以及與別人相處的情況,請問您同不同意這些描述?(卡32)【N11至N16請用群組題方式排版】"
537,vN11sN15,N11,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,"N11‧接下來,我會用一些句子描述您的生活,以及與別人相處的情況,請問您同不同意這些描述?(卡32)【N11至N16請用群組題方式排版】"
538,vN11sN16,N11,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,"N11‧接下來,我會用一些句子描述您的生活,以及與別人相處的情況,請問您同不同意這些描述?(卡32)【N11至N16請用群組題方式排版】"
539,vN17,N17,match,,"1,5",90,97,98,"1,5",90,97,98,option code span,"N17‧當您覺得孤單時,您可以找到其他人說話?(卡32) □ (01)非常不同意 □ (02)不同意 □ (03)普通 □ (04)同意 □ (05)非常同意 □ (90)不覺得孤單 □ (97)不知道 □ (98)拒答"
540,vN18sN18,N18,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,N18‧那想請問您同不同意下列說法?(卡32)【N18至N20請用群組題方式排版】
541,vN18sN19,N18,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,N18‧那想請問您同不同意下列說法?(卡32)【N18至N20請用群組題方式排版】
542,vN18sN20,N18,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,N18‧那想請問您同不同意下列說法?(卡32)【N18至N20請用群組題方式排版】
543,vN21sN21,N21,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,N21‧那想請問您同不同意下列說法?(卡32) 【N21至N22請用群組題方式排版】
544,vN21sN22,N21,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,N21‧那想請問您同不同意下列說法?(卡32) 【N21至N22請用群組題方式排版】
545,vN23,N23,match,,"1,5",97,98,,"1,5",97,98,,option code span,"N23‧接下來,想要問您對一些事物的滿意程度。整體而言,您對於您的生活滿不滿意?(卡33) □ (01)非常不滿意 □ (02)不滿意 □ (03)普通 □ (04)滿意 □ (05)非常滿意 □ (97)不知道 □ (98)拒答"
546,vN24,N24,match,,"1,88",97,98,,"1,88",97,98,,option code span,"N24‧整體而言,您對於您的工作滿不滿意?(卡33) 【O1答(01)-(05)、(88)者,需回答此題】 □ (01)非常不滿意 □ (02)不滿意 □ (03)普通 □ (04)滿意 □ (97)不知道 □ (98)拒答 □ (05)非常滿意"
547,vN25,N25,match,,"1,5",90,97,98,"1,5",90,97,98,option code span,"N25‧整體而言,您對於您的社交生活滿不滿意?(卡33) □ (01)非常不滿意 □ (02)不滿意 □ (03)普通 □ (04)滿意 □ (05)非常滿意 □ (90)沒有社交生活 □ (97)不知道 □ (98)拒答"
548,vN26,N26,match,,"1,5",97,98,,"1,5",97,98,,option code span,"N26‧整體而言,您對自己目前的健康狀況滿不滿意?(卡33) □ (01)非常不滿意 □ (02)不滿意 □ (03)普通 □ (04)滿意 □ (05)非常滿意 □ (97)不知道 □ (98)拒答"
549,vN27,N27,match,,"1,5",97,98,,"1,5",97,98,,option code span,"N27‧整體而言,您對自己滿不滿意?(卡33) □ (01)非常不滿意 □ (02)不滿意 □ (03)普通 □ (04)滿意 □ (05)非常滿意 □ (97)不知道 □ (98)拒答"
550,vN28,N28,match,,"1,5",97,98,,"1,5",97,98,,option code span,"N28‧整體而言,您覺得目前的日子過得快不快樂?(卡34) □ (01)非常不快樂 □ (02)不快樂 □ (03)普通 □ (04)快樂 □ (05)非常快樂 □ (97)不知道 □ (98)拒答"
551,vN29,N29,match,,"1,5",97,98,,"1,5",97,98,,option code span,"N29‧整體而言,您覺得目前的您寂不寂寞?(卡35) □ (01)非常不寂寞 □ (02)不寂寞 □ (03)普通 □ (04)寂寞 □ (05)非常寂寞 □ (97)不知道 □ (98)拒答"
552,vN30,N30,match,,90,97,98,,90,97,98,,option code span,"N30‧整體來說,您對您目前的家庭狀況滿不滿意?(卡36) 訪員注意:如果0代表非常不滿意,10代表非常滿意,從0到10之間,請您選一個最符合自己感受 的數字。 0 1 2 3 4 5 6 7 8 9 10 (非常不滿意)-----------------------------------------------------(非常滿意) □ (90)沒有家庭 □ (97)不知道 □ (98)拒答"
553,vN31,N31,match,,97,98,,,97,98,,,option code span,"N31‧整體來說,您對您目前的人際關係狀況滿不滿意?(卡36) 訪員注意:如果0代表非常不滿意,10代表非常滿意,從0到10之間,請您選一個最符合自己感受 的數字。 0 1 2 3 4 5 6 7 8 9 10 (非常不滿意)-----------------------------------------------------(非常滿意) □ (97)不知道 □ (98)拒答"
554,vN32,N32,match,,97,98,,,97,98,,,option code span,"N32‧整體來說,您對您目前的經濟狀況滿不滿意?(卡36) 訪員注意:如果0代表非常不滿意,10代表非常滿意,從0到10之間,請您選一個最符合自己感受的數字。 0 1 2 3 4 5 6 7 8 9 10 (非常不滿意)-----------------------------------------------------(非常滿意) □ (97)不知道 □ (98)拒答"
555,vO5,,manual,no automatic proposal,"1,23",97,98,,,,,,no numeric range found,
556,vN33sN33,N33,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,"N33‧請根據您自己的實際狀況,回答下列問題。(卡37)【N33至N34請用群組題方式排版】"
557,vN33sN34,N33,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,"N33‧請根據您自己的實際狀況,回答下列問題。(卡37)【N33至N34請用群組題方式排版】"
558,vN35sN35,N35,manual,no automatic proposal,"0,7",97,98,,,,,,no numeric range found,"N35‧在過去七天內,您大概有幾天曾發生下列情況?(卡38)【N35至N38請用群組題方式排版】 Q、政治共同題 Qa.【前導語】(卡39)接下來,我們想請教您有多常透過媒體獲得政治或公共事務的訊息。這裡的公共事務指的是:跟社會上大多數人、跟社區或跟公共團體相關的新聞或事務。政治或公共事務例如:政府處理公共衛生與防災的做法(如豬瘟)、物價上漲或民生經濟議題(如房價、油價、缺電問題)、社區事務、兩岸關係與國際事件(如烏俄戰爭)等等。"
559,vN35sN36,N35,manual,no automatic proposal,"0,7",97,98,,,,,,no numeric range found,"N35‧在過去七天內,您大概有幾天曾發生下列情況?(卡38)【N35至N38請用群組題方式排版】 Q、政治共同題 Qa.【前導語】(卡39)接下來,我們想請教您有多常透過媒體獲得政治或公共事務的訊息。這裡的公共事務指的是:跟社會上大多數人、跟社區或跟公共團體相關的新聞或事務。政治或公共事務例如:政府處理公共衛生與防災的做法(如豬瘟)、物價上漲或民生經濟議題(如房價、油價、缺電問題)、社區事務、兩岸關係與國際事件(如烏俄戰爭)等等。"
560,vN35sN37,N35,manual,no automatic proposal,"0,7",97,98,,,,,,no numeric range found,"N35‧在過去七天內,您大概有幾天曾發生下列情況?(卡38)【N35至N38請用群組題方式排版】 Q、政治共同題 Qa.【前導語】(卡39)接下來,我們想請教您有多常透過媒體獲得政治或公共事務的訊息。這裡的公共事務指的是:跟社會上大多數人、跟社區或跟公共團體相關的新聞或事務。政治或公共事務例如:政府處理公共衛生與防災的做法(如豬瘟)、物價上漲或民生經濟議題(如房價、油價、缺電問題)、社區事務、兩岸關係與國際事件(如烏俄戰爭)等等。"
561,vN35sN38,N35,manual,no automatic proposal,"0,7",97,98,,,,,,no numeric range found,"N35‧在過去七天內,您大概有幾天曾發生下列情況?(卡38)【N35至N38請用群組題方式排版】 Q、政治共同題 Qa.【前導語】(卡39)接下來,我們想請教您有多常透過媒體獲得政治或公共事務的訊息。這裡的公共事務指的是:跟社會上大多數人、跟社區或跟公共團體相關的新聞或事務。政治或公共事務例如:政府處理公共衛生與防災的做法(如豬瘟)、物價上漲或民生經濟議題(如房價、油價、缺電問題)、社區事務、兩岸關係與國際事件(如烏俄戰爭)等等。"
562,vQa,,match,,"20260615000000,20260915000000",,,,"20260615000000,20260915000000",,,,configured date range,
563,vQ1,Q1,match,,"1,4",97,98,,"1,4",97,98,,option code span,"Q1. 最近一個月,請問您有多常透過報紙獲得政治或公共事務的訊息呢? (卡40)【G1回答0者,不需回答此題】【A9答(01)不識字者不需回答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
564,vQ2,Q2,match,,"1,4",97,98,,"1,4",97,98,,option code span,"Q2. 最近一個月,請問您有多常透過雜誌獲得政治或公共事務的訊息呢?(卡40)【F0回答90者,不需回答此題】【A9答(01)不識字者不需回答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
565,vQ3,Q3,match,,"1,8",97,98,,"1,8",97,98,,option code span,"Q3. 最近一個月,請問您有多常透過廣播獲得政治或公共事務的訊息呢? (卡40)【C1回答0者,不需回答此題】 □(01) 從來沒有【C3答(08)者,選項互斥】 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
566,vQ4,Q4,match,,"1,8",97,98,,"1,8",97,98,,option code span,"Q4. 最近一個月,請問您有多常透過電視獲得政治或公共事務的訊息呢?(卡40)【B1及B3皆回答0者,不需回答此題】 □(01) 從來沒有【B8答(08)者,選項互斥】 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
567,vQ5,Q5,match,,"1,2",97,98,,"1,2",97,98,,option code span,"Q5. 請問您有沒有透過網路接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】 □ (01)有 □ (02)沒有 □ (97)不知道 □ (98)拒答"
568,vQ6,Q6,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q6.請問您多常透過下列網路平台接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片? 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題】【不須答此題】 訪員注意:如受訪者對於社群媒體或通訊軟體有疑慮,請出示卡40A說明。 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
569,vQ7,Q7,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q7.請問您多常透過下列網路平台接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片? 影音平台(如:YouTube)?(卡41)【Q5答(02)、(97)、(98)者,或K3答(90)者,不需答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
570,vQ8,Q8,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q8.請問您多常透過下列網路平台接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片? 通訊軟體(如:LINE、FB messenger)?(卡41)【Q5答(02)、(97)、(98)者,或K1答(90)者,不需答此題】 訪員注意:如受訪者對於社群媒體或通訊軟體有疑慮,請出示卡40A說明。 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
571,vQ9,Q9,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q9.請問您多常透過下列網路平台接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片? 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q5答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
572,vQ10,Q10,match,,"1,2",97,98,,"1,2",97,98,,option code span,"Q10. 請問您有沒有透過網路轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】 □ (01)有 □ (02)沒有 □ (97)不知道 □ (98)拒答"
573,vCKQ10,CKQ10,match,,"1,2",,,,"1,2",,,,option code span,"【檢查題】CKQ10.請向受訪者說明:【Q5答(02)者,且Q10答(01)者,需回答此題】 您之前答沒有透過網路接觸到政治或公共事務相關訊息(Q5), 但會透過網路轉貼、轉寄或分享政治或公共事務相關訊息(Q10), 請您再次確認,最近一個月有沒有透過網路接觸到和「政治或公共事務」有關的新聞、訊息或影片?(很少也算) 「有接觸」,請回到Q5題點選(01)有; 「沒有接觸」,請回到Q10題點選(02)沒有 (01)請重新確認Q5題,或Q10題【互斥無法點選,選項號隱藏】"
574,vQ11,Q11,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q11.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q10答(02)、(97)、(98)者,或K2答(90)者,或Q6答(01)者,不需答此題】 訪員注意:如受訪者對於社群媒體或通訊軟體有疑慮,請出示卡40A說明。 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
575,vQ12,Q12,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q12.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 影音平台(如:YouTube)?(卡41)【Q10答(02)、(97)、(98)者,或K3答(90)者,或Q7答(01)者,不需答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
576,vQ13,Q13,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q13.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 通訊軟體(如:LINE、FB messenger)?(卡41)【Q10答(02)、(97)、(98)者,或K1答(90)者,或Q8答(01)者,不需答此題】 訪員注意:如受訪者對於社群媒體或通訊軟體有疑慮,請出示卡40A說明。 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
577,vQ14,Q14,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q14.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q10答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),或Q9答(01)者,不需答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
578,vQ15,Q15,match,,"1,2",97,98,,"1,2",97,98,,option code span,"Q15. 請問您有沒有透過網路發布或發表「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?【E1答(01)者,需回答此題】 □ (01)有 □ (02)沒有 □ (97)不知道 □ (98)拒答"
579,vQ16,Q16,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q16.請問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)? 社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q15答(02)、(97)、(98)者,或K2答(90)者,不需答此題】 訪員注意:如受訪者對於社群媒體或通訊軟體有疑慮,請出示卡40A說明。 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
580,vQ17,Q17,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q17.請問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)? 影音平台(如:YouTube)?(卡41)【Q15答(02)、(97)、(98)者,或K3答(90)者,不需答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
581,vQ18,Q18,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q18.問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)? 通訊軟體(如:LINE、FB messenger)?(卡41)【Q15答(02)、(97)、(98)者,或K1答(90)者,不需答此題】 訪員注意:如受訪者對於社群媒體或通訊軟體有疑慮,請出示卡40A說明。 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
582,vQ19,Q19,range_match_special_diff,r1 matches; r2-r4 differ,"1,4",97,98,90,"1,4",90,97,98,option code span,"Q19.請問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q15答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】 □(01) 從來沒有 □(02) 很少 □(03) 有時 □(04) 經常□(97) 不知道 □(98) 拒答"
583,vQ20m01,Q20,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q20.除了新聞,請問您平常還會用哪種方式獲得政治或公共事務相關訊息?(可多選)(卡42) □(01)談話性政論節目(不論是從電視或YouTube上觀看都算)【B1答0,且B3答0,且E1答(02)者,與選項(01)互斥】 □(02)政治人物(是指透過他們YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)【E1答(02)者,與選項(02)互斥】 □(03)網紅或公眾人物影片(是指從他們YouTube頻道、臉書粉專、IG帳號、直播與直播結束後的留存影片都算)【E1答(02)者,與選項(03)互斥】 □(04)播客(Podcast)的節目【E1答(02)者,與選項(04)互斥】 □("
584,vQ20m02,Q20,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q20.除了新聞,請問您平常還會用哪種方式獲得政治或公共事務相關訊息?(可多選)(卡42) □(01)談話性政論節目(不論是從電視或YouTube上觀看都算)【B1答0,且B3答0,且E1答(02)者,與選項(01)互斥】 □(02)政治人物(是指透過他們YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)【E1答(02)者,與選項(02)互斥】 □(03)網紅或公眾人物影片(是指從他們YouTube頻道、臉書粉專、IG帳號、直播與直播結束後的留存影片都算)【E1答(02)者,與選項(03)互斥】 □(04)播客(Podcast)的節目【E1答(02)者,與選項(04)互斥】 □("
585,vQ20m03,Q20,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q20.除了新聞,請問您平常還會用哪種方式獲得政治或公共事務相關訊息?(可多選)(卡42) □(01)談話性政論節目(不論是從電視或YouTube上觀看都算)【B1答0,且B3答0,且E1答(02)者,與選項(01)互斥】 □(02)政治人物(是指透過他們YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)【E1答(02)者,與選項(02)互斥】 □(03)網紅或公眾人物影片(是指從他們YouTube頻道、臉書粉專、IG帳號、直播與直播結束後的留存影片都算)【E1答(02)者,與選項(03)互斥】 □(04)播客(Podcast)的節目【E1答(02)者,與選項(04)互斥】 □("
586,vQ20m04,Q20,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q20.除了新聞,請問您平常還會用哪種方式獲得政治或公共事務相關訊息?(可多選)(卡42) □(01)談話性政論節目(不論是從電視或YouTube上觀看都算)【B1答0,且B3答0,且E1答(02)者,與選項(01)互斥】 □(02)政治人物(是指透過他們YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)【E1答(02)者,與選項(02)互斥】 □(03)網紅或公眾人物影片(是指從他們YouTube頻道、臉書粉專、IG帳號、直播與直播結束後的留存影片都算)【E1答(02)者,與選項(03)互斥】 □(04)播客(Podcast)的節目【E1答(02)者,與選項(04)互斥】 □("
587,vQ20m05,Q20,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q20.除了新聞,請問您平常還會用哪種方式獲得政治或公共事務相關訊息?(可多選)(卡42) □(01)談話性政論節目(不論是從電視或YouTube上觀看都算)【B1答0,且B3答0,且E1答(02)者,與選項(01)互斥】 □(02)政治人物(是指透過他們YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)【E1答(02)者,與選項(02)互斥】 □(03)網紅或公眾人物影片(是指從他們YouTube頻道、臉書粉專、IG帳號、直播與直播結束後的留存影片都算)【E1答(02)者,與選項(03)互斥】 □(04)播客(Podcast)的節目【E1答(02)者,與選項(04)互斥】 □("
