status,row,qid,direction,條件,應答,不應答,限制,source,reason,bracket,text
proposal,,Q22,need,vQ20m02 in 1,"vQ22m01,vQ22m02,vQ22m03,vQ22m04,vQ22m05,vQ22m06,vQ22m07,vQ22m08,vQ22m09,vQ22m10,vQ22m11,vQ22m12,vQ22m13,vQ22m14,vQ22m15,vQ22m16,vQ22m17,vQ22m18,vQ22m19,vQ22m20,vQ22m21,vQ22m22,vQ22m23,vQ22m24,vQ22m25,vQ22m26,vQ22m27,vQ22m28,vQ22m29,vQ22m30,vQ22m31,vQ22m32,vQ22m33,vQ22m34,vQ22m35,vQ22m36,vQ22m37,vQ22m38,vQ22m39,vQ22m40,vQ22m88",,,"Q22 在以下經常談論政治或公共事務的政治人物中,請問您最常觀看誰的影片或貼文?(是指透過政治人物YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)(可多選) 【Q20答(02)者,需回答此題】(卡44)",,,
proposal,,Q22,need_inverse,vQ20m02~=1 & vQ20m02~=96,,"vQ22m01,vQ22m02,vQ22m03,vQ22m04,vQ22m05,vQ22m06,vQ22m07,vQ22m08,vQ22m09,vQ22m10,vQ22m11,vQ22m12,vQ22m13,vQ22m14,vQ22m15,vQ22m16,vQ22m17,vQ22m18,vQ22m19,vQ22m20,vQ22m21,vQ22m22,vQ22m23,vQ22m24,vQ22m25,vQ22m26,vQ22m27,vQ22m28,vQ22m29,vQ22m30,vQ22m31,vQ22m32,vQ22m33,vQ22m34,vQ22m35,vQ22m36,vQ22m37,vQ22m38,vQ22m39,vQ22m40,vQ22m88",,"Q22 在以下經常談論政治或公共事務的政治人物中,請問您最常觀看誰的影片或貼文?(是指透過政治人物YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)(可多選) 【Q20答(02)者,需回答此題】(卡44)",,,
proposal,,Q23,need,vQ20m03 in 1,"vQ23m01,vQ23m02,vQ23m03,vQ23m04,vQ23m05,vQ23m06,vQ23m07,vQ23m08,vQ23m09,vQ23m10,vQ23m11,vQ23m12,vQ23m13,vQ23m14,vQ23m15,vQ23m16,vQ23m17,vQ23m18,vQ23m19,vQ23m20,vQ23m21,vQ23m22,vQ23m23,vQ23m24,vQ23m25,vQ23m26,vQ23m27,vQ23m88",,,"Q23在以下經常談論政治或公共事務的網紅或公眾人物中,請問您最常觀看誰的影片?(可多選) (卡45)【Q20答(03)者,需回答此題】",,,
proposal,,Q23,need_inverse,vQ20m03~=1 & vQ20m03~=96,,"vQ23m01,vQ23m02,vQ23m03,vQ23m04,vQ23m05,vQ23m06,vQ23m07,vQ23m08,vQ23m09,vQ23m10,vQ23m11,vQ23m12,vQ23m13,vQ23m14,vQ23m15,vQ23m16,vQ23m17,vQ23m18,vQ23m19,vQ23m20,vQ23m21,vQ23m22,vQ23m23,vQ23m24,vQ23m25,vQ23m26,vQ23m27,vQ23m88",,"Q23在以下經常談論政治或公共事務的網紅或公眾人物中,請問您最常觀看誰的影片?(可多選) (卡45)【Q20答(03)者,需回答此題】",,,
proposal,,Q26A,need,vQ20m04 in 1,"vQ26Ag1,vQ26Ag2",,,"Q26A請問您每星期大約會聽幾個小時和「政治或公共事務」有關的播客(Podcast)?【Q20答(04)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",,,
proposal,,Q26A,need_inverse,vQ20m04~=1 & vQ20m04~=96,,"vQ26Ag1,vQ26Ag2",,"Q26A請問您每星期大約會聽幾個小時和「政治或公共事務」有關的播客(Podcast)?【Q20答(04)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】",,,
proposal,,Q26,need,vQ20m04 in 1,"vQ26m01,vQ26m02,vQ26m03,vQ26m04,vQ26m05,vQ26m06,vQ26m07,vQ26m08,vQ26m09,vQ26m10,vQ26m11,vQ26m12,vQ26m13,vQ26m14,vQ26m15,vQ26m16,vQ26m17,vQ26m18,vQ26m19,vQ26m20,vQ26m21,vQ26m22,vQ26m23,vQ26m24,vQ26m25,vQ26m26,vQ26m27,vQ26m28,vQ26m29,vQ26m88",,,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】",,,
proposal,,Q26,need_inverse,vQ20m04~=1 & vQ20m04~=96,,"vQ26m01,vQ26m02,vQ26m03,vQ26m04,vQ26m05,vQ26m06,vQ26m07,vQ26m08,vQ26m09,vQ26m10,vQ26m11,vQ26m12,vQ26m13,vQ26m14,vQ26m15,vQ26m16,vQ26m17,vQ26m18,vQ26m19,vQ26m20,vQ26m21,vQ26m22,vQ26m23,vQ26m24,vQ26m25,vQ26m26,vQ26m27,vQ26m28,vQ26m29,vQ26m88",,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】",,,
proposal,,Q27,skip,vQ1 in 1 & vQ2 in 1 & vQ3 in 1 & vQ4 in 1 & vQ5 in 2 & vQ10 in 2 & vQ15 in 2 & vQ20m90 in 1,,"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】",,,
proposal,,Q27,skip_inverse,(vQ1~=1 | vQ2~=1 | vQ3~=1 | vQ4~=1 | vQ5~=2 | vQ10~=2 | vQ15~=2 | vQ20m90~=1) & vQ1~=96 & vQ2~=96 & vQ3~=96 & vQ4~=96 & vQ5~=96 & vQ10~=96 & vQ15~=96 & vQ20m90~=96,"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】",,,
proposal,,Q27,need,vE1 in 1,"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,,"Q27 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48)",,,
proposal,,Q27,need_inverse,vE1~=1,,"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,"Q27 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48)",,,
proposal,,Q27,need,vQ5 in 2 & (vP3_4 in 2 | vP3_4 in 3 | vP3_4 in 4),"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,,"Q27 【檢查題】CKP3_4.請向受訪者說明:【Q5答(02)者,且P3_4答(02)~(04)者,需回答此題】",,,
proposal,,Q27,need_inverse,(vQ5~=2 | (vP3_4~=2 & vP3_4~=3 & vP3_4~=4)) & vQ5~=96,,"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,"Q27 【檢查題】CKP3_4.請向受訪者說明:【Q5答(02)者,且P3_4答(02)~(04)者,需回答此題】",,,
proposal,,Q27,need,vQ20m02 in 1 | vQ20m03 in 1,"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,,"Q27 【譚躍委員】P3_6‧您使用意見領袖(例如:政治人物、網紅或公眾人物)的自媒體時,多常看到或聽到與您立場不同的政治觀點?(卡48)【Q20答(02)、或(03)者,需回答此題】",,,
proposal,,Q27,need_inverse,vQ20m02~=1 & vQ20m03~=1 & vQ20m02~=96 & vQ20m03~=96,,"vQ27m01,vQ27m02,vQ27m03,vQ27m04,vQ27m05,vQ27m06,vQ27m07,vQ27m88",,"Q27 【譚躍委員】P3_6‧您使用意見領袖(例如:政治人物、網紅或公眾人物)的自媒體時,多常看到或聽到與您立場不同的政治觀點?(卡48)【Q20答(02)、或(03)者,需回答此題】",,,
proposal,,Q30,need,vE1 in 1,"vQ30m01,vQ30m02,vQ30m03,vQ30m04,vQ30m05,vQ30m06,vQ30m07,vQ30m08,vQ30m90",,,"Q30 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】",,,
proposal,,Q30,need_inverse,vE1~=1,,"vQ30m01,vQ30m02,vQ30m03,vQ30m04,vQ30m05,vQ30m06,vQ30m07,vQ30m08,vQ30m90",,"Q30 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】",,,
proposal,,Q44,skip,vA1 in 96 | vA2 in 1,,vQ44,,"Q44. 今年年底是縣市長選舉,請問如果明天就是投票日,在您戶籍地的縣市長候選人當中,請問您會把票投給哪一黨的候選人?(卡59)【A1為96者,或A2答(01)者,不需答此題】",,,
proposal,,Q44,skip_inverse,vA1~=96 & vA2~=1 & vA2~=96,vQ44,,,"Q44. 今年年底是縣市長選舉,請問如果明天就是投票日,在您戶籍地的縣市長候選人當中,請問您會把票投給哪一黨的候選人?(卡59)【A1為96者,或A2答(01)者,不需答此題】",,,
proposal,,Q50,need,vQ49 in 2 | vQ49 in 97 | vQ49 in 98,vQ50,,,"Q50那相對來說,請問您有沒有稍微偏向支持哪一個政黨?【Q49答(02)、(97)、(98),需答此題】",,,
proposal,,Q50,need_inverse,vQ49~=2 & vQ49~=97 & vQ49~=98,,vQ50,,"Q50那相對來說,請問您有沒有稍微偏向支持哪一個政黨?【Q49答(02)、(97)、(98),需答此題】",,,
proposal,,Q51,need,vQ49 in 1 | vQ50 in 1,vQ51,,,"Q51請問是哪一個政黨?(卡61) 【Q49答(01),或Q50答(01),需答此題】",,,
proposal,,Q51,need_inverse,vQ49~=1 & vQ50~=1 & vQ50~=96,,vQ51,,"Q51請問是哪一個政黨?(卡61) 【Q49答(01),或Q50答(01),需答此題】",,,
proposal,,Q52,need,vQ51 in 1 | vQ51 in 2 | vQ51 in 3 | vQ51 in 4 | vQ51 in 5 | vQ51 in 6 | vQ51 in 7 | vQ51 in 8 | vQ51 in 9 | vQ51 in 10 | vQ51 in 11 | vQ51 in 12 | vQ51 in 13 | vQ51 in 14 | vQ51 in 15 | vQ51 in 16 | vQ51 in 17 | vQ51 in 18 | vQ51 in 19 | vQ51 in 20 | vQ51 in 21 | vQ51 in 22 | vQ51 in 23 | vQ51 in 24 | vQ51 in 25 | vQ51 in 26 | vQ51 in 27 | vQ51 in 28 | vQ51 in 29 | vQ51 in 30 | vQ51 in 31 | vQ51 in 32 | vQ51 in 33 | vQ51 in 34 | vQ51 in 35 | vQ51 in 36 | vQ51 in 37 | vQ51 in 38 | vQ51 in 39 | vQ51 in 40 | vQ51 in 41 | vQ51 in 42 | vQ51 in 43 | vQ51 in 44 | vQ51 in 45 | vQ51 in 46 | vQ51 in 47 | vQ51 in 48 | vQ51 in 49 | vQ51 in 50 | vQ51 in 51 | vQ51 in 52 | vQ51 in 53 | vQ51 in 54 | vQ51 in 55 | vQ51 in 56 | vQ51 in 57 | vQ51 in 58 | vQ51 in 59 | vQ51 in 60 | vQ51 in 61 | vQ51 in 62 | vQ51 in 63 | vQ51 in 64 | vQ51 in 65 | vQ51 in 66 | vQ51 in 67 | vQ51 in 68 | vQ51 in 69 | vQ51 in 70 | vQ51 in 71 | vQ51 in 72 | vQ51 in 73 | vQ51 in 74 | vQ51 in 75 | vQ51 in 76 | vQ51 in 77 | vQ51 in 78 | vQ51 in 79 | vQ51 in 80 | vQ51 in 81 | vQ51 in 82 | vQ51 in 83 | vQ51 in 84 | vQ51 in 85 | vQ51 in 86 | vQ51 in 87 | vQ51 in 88,vQ52,,,"Q52請問,您偏向【貼題Q51】這個政黨的程度是很強,普通,還是有一點?【Q51答(01) ~ (88),需答此題】",,,
proposal,,Q52,need_inverse,vQ51~=1 & vQ51~=2 & vQ51~=3 & vQ51~=4 & vQ51~=5 & vQ51~=6 & vQ51~=7 & vQ51~=8 & vQ51~=9 & vQ51~=10 & vQ51~=11 & vQ51~=12 & vQ51~=13 & vQ51~=14 & vQ51~=15 & vQ51~=16 & vQ51~=17 & vQ51~=18 & vQ51~=19 & vQ51~=20 & vQ51~=21 & vQ51~=22 & vQ51~=23 & vQ51~=24 & vQ51~=25 & vQ51~=26 & vQ51~=27 & vQ51~=28 & vQ51~=29 & vQ51~=30 & vQ51~=31 & vQ51~=32 & vQ51~=33 & vQ51~=34 & vQ51~=35 & vQ51~=36 & vQ51~=37 & vQ51~=38 & vQ51~=39 & vQ51~=40 & vQ51~=41 & vQ51~=42 & vQ51~=43 & vQ51~=44 & vQ51~=45 & vQ51~=46 & vQ51~=47 & vQ51~=48 & vQ51~=49 & vQ51~=50 & vQ51~=51 & vQ51~=52 & vQ51~=53 & vQ51~=54 & vQ51~=55 & vQ51~=56 & vQ51~=57 & vQ51~=58 & vQ51~=59 & vQ51~=60 & vQ51~=61 & vQ51~=62 & vQ51~=63 & vQ51~=64 & vQ51~=65 & vQ51~=66 & vQ51~=67 & vQ51~=68 & vQ51~=69 & vQ51~=70 & vQ51~=71 & vQ51~=72 & vQ51~=73 & vQ51~=74 & vQ51~=75 & vQ51~=76 & vQ51~=77 & vQ51~=78 & vQ51~=79 & vQ51~=80 & vQ51~=81 & vQ51~=82 & vQ51~=83 & vQ51~=84 & vQ51~=85 & vQ51~=86 & vQ51~=87 & vQ51~=88 & vQ51~=96,,vQ52,,"Q52請問,您偏向【貼題Q51】這個政黨的程度是很強,普通,還是有一點?【Q51答(01) ~ (88),需答此題】",,,
proposal,,Z2_2,skip,vD1 in 3,,vZ2_2,,"Z2_2‧為了確保這份問卷資料的品質,我們中心可能會進行簡單的電話複查確認是否確實來做了訪問,可否請您將您的手機號碼告訴我們?【D1答(03)者,不需答此題】",,,
proposal,,Z2_2,skip_inverse,vD1~=3,vZ2_2,,,"Z2_2‧為了確保這份問卷資料的品質,我們中心可能會進行簡單的電話複查確認是否確實來做了訪問,可否請您將您的手機號碼告訴我們?【D1答(03)者,不需答此題】",,,
proposal,,CKZE1,need,vA9 in 1 | vE1 in 2 | vE1 in 97 | vE1 in 98,vCkZE1,,,"CKZE1‧受訪者不識字或沒有上網行為,不需詢問後續追蹤訪問。【A09選(01)者,或E1選(02)、(97)、(98),需回答此題】",,,
proposal,,CKZE1,need_inverse,vA9~=1 & vE1~=2 & vE1~=97 & vE1~=98,,vCkZE1,,"CKZE1‧受訪者不識字或沒有上網行為,不需詢問後續追蹤訪問。【A09選(01)者,或E1選(02)、(97)、(98),需回答此題】",,,
proposal,,ZE2,skip,vA9 in 1 | vE1 in 2 | vE1 in 97 | vE1 in 98,,"vZE2m01,vZE2m02,vZE2m03",,"ZE2‧為持續瞭解民眾對傳播媒體、新興媒體及時事議題的看法,未來想繼續邀請您填答我們的網路追蹤問卷。若您現在同意參加,可立即獲得新臺幣100元超商商品卡;未來實際完成問卷填答後,也會另外再贈送超商商品卡做為回饋。您提供的聯絡資料僅供研究聯繫使用,並會依法妥善保管。詳細內容,請參考這份同意書說明。(請訪員拿出追蹤同意書)【A09選(01)者,或E1選(02)、(97)、(98),不需回答此題】(可多選)",,,
proposal,,ZE2,skip_inverse,vA9~=1 & vE1~=2 & vE1~=97 & vE1~=98,"vZE2m01,vZE2m02,vZE2m03",,,"ZE2‧為持續瞭解民眾對傳播媒體、新興媒體及時事議題的看法,未來想繼續邀請您填答我們的網路追蹤問卷。若您現在同意參加,可立即獲得新臺幣100元超商商品卡;未來實際完成問卷填答後,也會另外再贈送超商商品卡做為回饋。您提供的聯絡資料僅供研究聯繫使用,並會依法妥善保管。詳細內容,請參考這份同意書說明。(請訪員拿出追蹤同意書)【A09選(01)者,或E1選(02)、(97)、(98),不需回答此題】(可多選)",,,
proposal,,ZE2_2,need,vZE2m01 in 1,vZE2_2,,,"ZE2 (01) 願意,提供手機號碼【D1答(03)者,與選項(02)互斥】【續答ZE2_2】",,,
proposal,,ZE2_2,need_inverse,vZE2m01~=1 & vZE2m01~=96,,vZE2_2,,"ZE2 (01) 願意,提供手機號碼【D1答(03)者,與選項(02)互斥】【續答ZE2_2】",,,
proposal,,ZE2_3,need,vZE2m02 in 1,vZE2_3,,,"ZE2 (02) 願意,提供Email【續答ZE2_3】",,,
proposal,,ZE2_3,need_inverse,vZE2m02~=1 & vZE2m02~=96,,vZE2_3,,"ZE2 (02) 願意,提供Email【續答ZE2_3】",,,
proposal,,ZE2_2,need,vZE2m01 in 1,vZE2_2,,,"ZE2_2‧請問您的手機號碼?(請訪員唸出同意書上號碼,確認無誤後鍵入以下欄位)___________【ZE2答(01),需答此題】",,,
proposal,,ZE2_2,need_inverse,vZE2m01~=1 & vZE2m01~=96,,vZE2_2,,"ZE2_2‧請問您的手機號碼?(請訪員唸出同意書上號碼,確認無誤後鍵入以下欄位)___________【ZE2答(01),需答此題】",,,
proposal,,ZE2_3,need,vZE2m02 in 1,vZE2_3,,,"ZE2_3‧請問您的Email?(請訪員唸出同意書上email,確認無誤後鍵入以下欄位) ___________【ZE2答(02),需答此題】",,,
proposal,,ZE2_3,need_inverse,vZE2m02~=1 & vZE2m02~=96,,vZE2_3,,"ZE2_3‧請問您的Email?(請訪員唸出同意書上email,確認無誤後鍵入以下欄位) ___________【ZE2答(02),需答此題】",,,
review,,E3_1,,,,,,,cannot parse condition,"E5、E6、E8、E9、E11、E12加總超過2400者(不含任一題答9797、9898),才需回答此題","E3_1‧檢查題(開放題)您剛回答使用【貼E2答案】因「工作與課業」或「不是工作或課業所需」的上網總時間超過24小時,想請問您原因為何?【E5、E6、E8、E9、E11、E12加總超過2400者(不含任一題答9797、9898),才需回答此題】"
review,,B7,,,,,,,cannot parse condition,"B7a只選1個選項,不需回答此題","B7‧那請問您最常看其中的哪一台電視新聞?(卡20)【B7a回答(01)-(88)超過2個選項時顯示,並只能選B7a選填的答案】【B7a只選1個選項,不需回答此題】"
review,,I4,,,,,,,cannot parse condition,"B8答(03)或(06),且I1與I3皆為0者,需回答此題","I4 【檢查題】CKI4.請向受訪者說明:【B8答(03)或(06),且I1與I3皆為0者,需回答此題】"
review,,Q27,,,,,,,cannot parse condition,"K2答(90)、(97)、(98)者,或Q5答(02)者,不需答此題","Q27 【譚躍委員】P3_5‧您使用【K2貼題】時,多常看到或聽到與您立場不同的政治觀點?【K2答(90)、(97)、(98)者,或Q5答(02)者,不需答此題】(卡48)"
review,,ZE2_1,,,,,,,cannot parse condition,"ZE2答(01)或(02),需答此題","ZE2_1 ___________【ZE2答(01)或(02),需答此題】"
