row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
710,vQ26m08,Q26,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
711,vQ26m09,Q26,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
712,vQ26m10,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
713,vQ26m11,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
714,vQ26m12,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
715,vQ26m13,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
716,vQ26m14,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
717,vQ26m15,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
718,vQ26m16,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
719,vQ26m17,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
720,vQ26m18,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
721,vQ26m19,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
722,vQ26m20,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
723,vQ26m21,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
724,vQ26m22,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
725,vQ26m23,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
726,vQ26m24,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
727,vQ26m25,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
728,vQ26m26,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
729,vQ26m27,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
730,vQ26m28,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
731,vQ26m29,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
732,vQ26m88,Q26,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】 □(01) 下班瀚你聊 □(17) 世界忙什麼? The World in 5 Mins 留學忙什麼? □(02) 聽天下:天下雜誌Podcast □(18) 氣候戰役在台灣 □(03)法客電台 BY 法律白話文運動 Plain Law Movement □(19) 台灣國際報 □(04) 敏迪選讀 □(20) 中東新聞 □(05) 轉角國際新聞Daily Podcast □(21) 春風華語.聚焦台灣 □(06) 全球串連早安新聞|Morning Ta"
733,vQ27m01,Q27,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
734,vQ27m02,Q27,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
735,vQ27m03,Q27,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
736,vQ27m04,Q27,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
737,vQ27m05,Q27,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
738,vQ27m06,Q27,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
739,vQ27m07,Q27,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
740,vQ27m88,Q27,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】 □(01)想要了解國內外大事 □(02)這是一個公民應該做的事 □(03)想了解不同的觀點 □(04)習慣 □(05)想看到更多跟您立場相同的觀點 □(06)想要有話題與親朋好友聊 □(07)想要知道大家對於當下議題的看法 □(88)其他,請說明_____ □(97)不知道 □(98)拒答 【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48) □(01)"
741,vP3_4,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
742,vCKP3_4,,manual,no automatic proposal,"1,4",,,,,,,,no numeric range found,
743,vP3_5,,manual,no automatic proposal,"1,4",90,97,98,,,,,no numeric range found,
744,vP3_6,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
745,vP5_3R,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
746,vP5_4R,,manual,no automatic proposal,"1,4",97,98,,,,,,no numeric range found,
747,vP5_5,,manual,no automatic proposal,"1,5",97,98,,,,,,no numeric range found,
748,vQ28,Q28,manual,no automatic proposal,,,,,,,,,no numeric range found,"Q28‧接下來想詢問您,有關與其他人討論政治或公共事務的問題。(例如:吃飯時邊看電視和家人討論物價上漲問題、與網友討論兩岸關係或國際議題(如烏俄戰爭)、向里長反映社區事務等等)"
749,vQ30m01,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
750,vQ30m02,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
751,vQ30m03,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
752,vQ30m04,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
753,vQ30m05,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
754,vQ30m06,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
755,vQ30m07,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
756,vQ30m08,Q30,match,,"0,1",,,,"0,1",,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
757,vQ30m90,Q30,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"Q30‧接下來,要請問您最近一年以來,有沒有做過和「政治或公共事務」議題相關的活動,會分別從「網路上」和「不是網路上」(包含面對面、打電話等)詢問。 首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】 □(01)在社群媒體上加入政治或社區的社團或群組(例如:賴清德總統後援會、侯友宜粉絲後援團等) □(02)在地方首長或鄰里長的首長信箱或粉專反映社區問題或提出建議 □(03)出於政治、道德或環境原因在社群媒體上抵制某些產品,包含取消關注、拒看、或是留言發文指責 □(04)透過手機app捐款給政黨"
